,Unnamed: 0,Sentence #,Word,POS,Tag
0,0,Sentence: 1,Антивирусная,ADJ,O
1,1,Sentence: 1,программа,NOUN,O
2,2,Sentence: 1,–,PUNCT,O
3,3,Sentence: 1,программа,NOUN,O
4,4,Sentence: 1,",",PUNCT,O
5,5,Sentence: 1,предназначенная,VERB,O
6,6,Sentence: 1,для,ADP,O
7,7,Sentence: 1,борьбы,NOUN,O
8,8,Sentence: 1,с,ADP,O
9,9,Sentence: 1,компьютерными,ADJ,O
10,10,Sentence: 1,вирусами,NOUN,O
11,11,Sentence: 1,.,PUNCT,O
12,12,Sentence: 2,Антивирусные,ADP,O
13,13,Sentence: 2,блокировщики,DET,O
14,14,Sentence: 2,могут,NOUN,O
15,15,Sentence: 2,входить,DET,O
16,16,Sentence: 2,в,NOUN,O
17,17,Sentence: 2,BIOS,VERB,O
18,18,Sentence: 2,Setup,ADJ,O
19,19,Sentence: 2,Антивирус,NOUN,O
20,20,Sentence: 2,Касперского,ADP,O
21,21,Sentence: 2,Антивирус,NOUN,O
22,22,Sentence: 2,Касперского,CCONJ,O
23,23,Sentence: 2,давно,NOUN,O
24,24,Sentence: 2,завоевал,VERB,O
25,25,Sentence: 2,популярность,NOUN,O
26,26,Sentence: 2,у,PUNCT,O
27,27,Sentence: 3,миллионов,ADP,O
28,28,Sentence: 3,пользователей,ADJ,O
29,29,Sentence: 3,благодаря,NOUN,O
30,30,Sentence: 3,своей,ADP,O
31,31,Sentence: 3,эффективности,PROPN,O
32,32,Sentence: 3,и,DET,O
33,33,Sentence: 3,быстроте,NOUN,O
34,34,Sentence: 3,реакции,ADJ,O
35,35,Sentence: 3,на,VERB,O
36,36,Sentence: 3,различные,ADP,O
37,37,Sentence: 3,угрозы,NOUN,O
38,38,Sentence: 3,.,NOUN,O
39,39,Sentence: 3,Несмотря,PUNCT,O
40,40,Sentence: 4,на,SCONJ,O
41,41,Sentence: 4,все,ADJ,O
42,42,Sentence: 4,свои,NOUN,O
43,43,Sentence: 4,преимущества,VERB,O
44,44,Sentence: 4,",",NOUN,O
45,45,Sentence: 4,до,ADP,O
46,46,Sentence: 4,сих,NOUN,O
47,47,Sentence: 4,пор,PUNCT,O
48,48,Sentence: 4,многие,SCONJ,O
49,49,Sentence: 4,не,PRON,O
50,50,Sentence: 4,знающие,VERB,O
51,51,Sentence: 4,товарищи,ADP,O
52,52,Sentence: 4,критикуют,PRON,O
53,53,Sentence: 4,его,ADJ,O
54,54,Sentence: 4,за,NOUN,O
55,55,Sentence: 4,то,NOUN,O
56,56,Sentence: 4,",",PUNCT,O
57,57,Sentence: 5,что,SCONJ,O
58,58,Sentence: 5,он,NOUN,O
59,59,Sentence: 5,якобы,ADJ,O
60,60,Sentence: 5,очень,PUNCT,O
61,61,Sentence: 5,сильно,SCONJ,O
62,62,Sentence: 5,нагружает,VERB,O
63,63,Sentence: 5,систему,NOUN,O
64,64,Sentence: 5,.,VERB,O
65,65,Sentence: 5,Так,ADV,O
66,66,Sentence: 5,было,PUNCT,O
67,67,Sentence: 6,в,VERB,O
68,68,Sentence: 6,недалёких,ADJ,O
69,69,Sentence: 6,2003-2004,NOUN,O
70,70,Sentence: 6,годах,ADJ,O
71,71,Sentence: 6,",",NOUN,O
72,72,Sentence: 6,тогда,PUNCT,O
73,73,Sentence: 6,многие,NOUN,O
74,74,Sentence: 6,антивирусные,PUNCT,O
75,75,Sentence: 6,продукты,NOUN,O
76,76,Sentence: 6,не,PUNCT,O
77,77,Sentence: 6,особо,NOUN,O
78,78,Sentence: 6,выделялись,PUNCT,O
79,79,Sentence: 6,«,NOUN,O
80,80,Sentence: 6,лёгкостью,PUNCT,O
81,81,Sentence: 6,»,NOUN,O
82,82,Sentence: 6,.,CCONJ,O
83,83,Sentence: 6,Теперь,NOUN,O
84,84,Sentence: 6,совсем,PUNCT,O
85,85,Sentence: 6,другие,NOUN,O
86,86,Sentence: 6,времена,ADJ,O
87,87,Sentence: 6,и,NOUN,O
88,88,Sentence: 6,одним,PUNCT,O
89,89,Sentence: 6,из,ADJ,O
90,90,Sentence: 6,главных,NOUN,O
91,91,Sentence: 6,требований,PUNCT,O
92,92,Sentence: 6,к,ADP,O
93,93,Sentence: 6,современным,NOUN,O
94,94,Sentence: 6,антивирусам,VERB,O
95,95,Sentence: 6,является,NOUN,O
96,96,Sentence: 6,небольшое,CCONJ,O
97,97,Sentence: 6,потребление,ADJ,O
98,98,Sentence: 6,ресурсов,NOUN,O
99,99,Sentence: 6,компьютера,CCONJ,O
100,100,Sentence: 6,",",VERB,O
101,101,Sentence: 6,хотя,NOUN,O
102,102,Sentence: 6,стоит,VERB,O
103,103,Sentence: 6,заметить,NOUN,O
104,104,Sentence: 6,",",ADJ,O
105,105,Sentence: 6,что,NOUN,O
106,106,Sentence: 6,если,PUNCT,O
107,107,Sentence: 6,дать,NOUN,O
108,108,Sentence: 6,команду,PUNCT,O
109,109,Sentence: 6,на,PUNCT,O
110,110,Sentence: 6,полное,ADV,O
111,111,Sentence: 6,и,VERB,O
112,112,Sentence: 6,глубокое,ADP,O
113,113,Sentence: 6,сканирование,PROPN,O
114,114,Sentence: 6,",",CCONJ,O
115,115,Sentence: 6,то,VERB,O
116,116,Sentence: 6,для,NOUN,O
117,117,Sentence: 6,этого,NOUN,O
118,118,Sentence: 6,будет,ADP,O
119,119,Sentence: 6,задействованы,NOUN,O
120,120,Sentence: 6,все,PRON,O
121,121,Sentence: 6,средства,NOUN,O
122,122,Sentence: 6,",",ADP,O
123,123,Sentence: 6,зато,PROPN,O
124,124,Sentence: 6,в,PROPN,O
125,125,Sentence: 6,других,PUNCT,O
126,126,Sentence: 6,случаях,ADJ,O
127,127,Sentence: 6,система,ADJ,O
128,128,Sentence: 6,остаётся,CCONJ,O
129,129,Sentence: 6,почти,ADJ,O
130,130,Sentence: 6,незатронутой,ADJ,O
131,131,Sentence: 6,.,NOUN,O
132,132,Sentence: 6,Последними,PUNCT,O
133,133,Sentence: 7,версиями,VERB,O
134,134,Sentence: 7,являются,NOUN,O
135,135,Sentence: 7,антивирус,PUNCT,O
136,136,Sentence: 7,Касперского,NOUN,O
137,137,Sentence: 7,2010,NOUN,O
138,138,Sentence: 7,",",NOUN,O
139,139,Sentence: 7,комплексная,CCONJ,O
140,140,Sentence: 7,защита,PROPN,O
141,141,Sentence: 7,Kaspersky,ADP,O
142,142,Sentence: 7,Internet,NOUN,O
143,143,Sentence: 7,Security,ADJ,O
144,144,Sentence: 7,2010,CCONJ,O
145,145,Sentence: 7,и,ADJ,O
146,146,Sentence: 7,Kaspersky,NOUN,O
147,147,Sentence: 7,CRYSTAL,PUNCT,O
148,148,Sentence: 8,.,VERB,O
149,149,Sentence: 8,Антивирус,NUM,O
150,150,Sentence: 8,Касперского,NOUN,O
151,151,Sentence: 8,2010,PUNCT,O
152,152,Sentence: 8,обладает,VERB,O
153,153,Sentence: 8,всеми,PART,O
154,154,Sentence: 8,основными,ADV,O
155,155,Sentence: 8,функциями,PROPN,O
156,156,Sentence: 8,защиты,PUNCT,O
157,157,Sentence: 8,",",VERB,O
158,158,Sentence: 8,вот,NOUN,O
159,159,Sentence: 8,некоторые,NOUN,O
160,160,Sentence: 8,из,NOUN,O
161,161,Sentence: 8,них,PUNCT,O
162,162,Sentence: 9,:,PART,O
163,163,Sentence: 9,классический,VERB,O
164,164,Sentence: 9,антивирус,VERB,O
165,165,Sentence: 9,",",NOUN,O
166,166,Sentence: 9,антишпионский,ADP,O
167,167,Sentence: 9,модуль,ADJ,O
168,168,Sentence: 9,",",NOUN,O
169,169,Sentence: 9,онлайн,PUNCT,O
170,170,Sentence: 9,сканер,ADP,O
171,171,Sentence: 9,и,NOUN,O
172,172,Sentence: 9,веб-антивирус,PUNCT,O
173,173,Sentence: 9,",",ADP,O
174,174,Sentence: 9,защищающий,NOUN,O
175,175,Sentence: 9,в,PUNCT,O
176,176,Sentence: 9,режиме,PUNCT,O
177,177,Sentence: 9,реального,PRON,O
178,178,Sentence: 9,времени,PUNCT,O
179,179,Sentence: 9,при,ADP,O
180,180,Sentence: 9,просмотре,PUNCT,O
181,181,Sentence: 9,Интернет,ADP,O
182,182,Sentence: 9,страниц,NOUN,O
183,183,Sentence: 9,.,NOUN,O
184,184,Sentence: 9,Имеется,VERB,O
185,185,Sentence: 9,новая,NOUN,O
186,186,Sentence: 9,функция,ADP,O
187,187,Sentence: 9,–,DET,O
188,188,Sentence: 9,виртуальная,NOUN,O
189,189,Sentence: 9,клавиатура,PROPN,O
190,190,Sentence: 9,",",PUNCT,O
191,191,Sentence: 9,позволяющая,ADJ,O
192,192,Sentence: 9,безопасно,VERB,O
193,193,Sentence: 9,вводить,CCONJ,O
194,194,Sentence: 9,данные,VERB,O
195,195,Sentence: 9,и,NOUN,O
196,196,Sentence: 9,не,ADP,O
197,197,Sentence: 9,бояться,ADJ,O
198,198,Sentence: 9,программ,ADJ,O
199,199,Sentence: 9,",",NOUN,O
200,200,Sentence: 9,крадущих,PRON,O
201,201,Sentence: 9,логины,NOUN,O
202,202,Sentence: 9,и,PUNCT,O
203,203,Sentence: 9,пароли,ADP,O
204,204,Sentence: 9,.,NOUN,O
205,205,Sentence: 9,В,ADP,O
206,206,Sentence: 9,Kaspersky,ADJ,O
207,207,Sentence: 9,Internet,NOUN,O
208,208,Sentence: 9,Security,NOUN,O
209,209,Sentence: 9,2010,PUNCT,O
210,210,Sentence: 9,присутствуют,PUNCT,O
211,211,Sentence: 10,те,ADJ,O
212,212,Sentence: 10,же,NOUN,O
213,213,Sentence: 10,функции,VERB,O
214,214,Sentence: 10,",",VERB,O
215,215,Sentence: 10,плюс,ADP,O
216,216,Sentence: 10,есть,PROPN,O
217,217,Sentence: 10,наличие,X,O
218,218,Sentence: 10,сетевого,X,O
219,219,Sentence: 10,экрана,PROPN,O
220,220,Sentence: 10,",",PROPN,O
221,221,Sentence: 10,защищающего,PROPN,O
222,222,Sentence: 10,от,ADV,O
223,223,Sentence: 10,внешних,VERB,O
224,224,Sentence: 10,вторжений,NOUN,O
225,225,Sentence: 10,из,ADP,O
226,226,Sentence: 10,Интернета,NOUN,O
227,227,Sentence: 10,.,NOUN,O
228,228,Sentence: 10,Kaspersky,ADP,O
229,229,Sentence: 10,CRYSTAL,DET,O
230,230,Sentence: 10,в,NOUN,O
231,231,Sentence: 10,отличии,CCONJ,O
232,232,Sentence: 10,от,NOUN,O
233,233,Sentence: 10,Kaspersky,NOUN,B-sre
234,234,Sentence: 10,Internet,ADP,I-sre
235,235,Sentence: 10,Security,ADJ,I-sre
236,236,Sentence: 10,2010,NOUN,O
237,237,Sentence: 10,оснащён,PUNCT,O
238,238,Sentence: 11,ещё,ADV,O
239,239,Sentence: 11,и,ADP,O
240,240,Sentence: 11,функцией,DET,O
241,241,Sentence: 11,резервного,DET,O
242,242,Sentence: 11,копирования,NOUN,O
243,243,Sentence: 11,и,PUNCT,O
244,244,Sentence: 11,восстановления,ADP,O
245,245,Sentence: 11,данных,DET,O
246,246,Sentence: 11,.,NOUN,O
247,247,Sentence: 11,Также,NOUN,O
248,248,Sentence: 11,в,PART,O
249,249,Sentence: 11,продуктах,VERB,O
250,250,Sentence: 11,лаборатории,NOUN,O
251,251,Sentence: 11,Касперского,VERB,O
252,252,Sentence: 11,присутствует,PRON,O
253,253,Sentence: 11,функция,ADP,O
254,254,Sentence: 11,Родительского,PRON,O
255,255,Sentence: 11,контроля,PUNCT,O
256,256,Sentence: 11,",",SCONJ,O
257,257,Sentence: 11,ограждающая,PRON,O
258,258,Sentence: 11,детей,ADV,O
259,259,Sentence: 11,от,ADV,O
260,260,Sentence: 11,посещения,ADV,O
261,261,Sentence: 11,нежелательных,VERB,O
262,262,Sentence: 11,Интернет,NOUN,O
263,263,Sentence: 11,сайтов,PUNCT,O
264,264,Sentence: 12,.,ADV,O
265,265,Sentence: 12,В,AUX,O
266,266,Sentence: 12,своей,ADP,O
267,267,Sentence: 12,работе,NOUN,O
268,268,Sentence: 12,эти,ADJ,O
269,269,Sentence: 12,программы,NOUN,O
270,270,Sentence: 12,используют,PUNCT,O
271,271,Sentence: 12,различные,ADV,O
272,272,Sentence: 12,принципы,ADJ,O
273,273,Sentence: 12,для,ADJ,O
274,274,Sentence: 12,поиска,NOUN,O
275,275,Sentence: 12,и,PART,O
276,276,Sentence: 12,лечения,ADV,O
277,277,Sentence: 12,зараженных,VERB,O
278,278,Sentence: 12,файлов,PUNCT,O
279,279,Sentence: 12,.,NOUN,O
280,280,Sentence: 12,Учитывая,PUNCT,O
281,281,Sentence: 12,наличие,PUNCT,O
282,282,Sentence: 13,мощной,ADV,O
283,283,Sentence: 13,защиты,ADV,O
284,284,Sentence: 13,в,ADJ,O
285,285,Sentence: 13,данном,NOUN,O
286,286,Sentence: 13,продукте,CCONJ,O
287,287,Sentence: 13,",",NUM,O
288,288,Sentence: 13,не,ADP,O
289,289,Sentence: 13,стоит,ADJ,O
290,290,Sentence: 13,удивляться,NOUN,O
291,291,Sentence: 13,его,ADP,O
292,292,Sentence: 13,цене,ADJ,O
293,293,Sentence: 13,.,NOUN,O
294,294,Sentence: 13,К,VERB,O
295,295,Sentence: 13,примеру,ADJ,O
296,296,Sentence: 13,",",NOUN,O
297,297,Sentence: 13,лицензия,NOUN,O
298,298,Sentence: 13,Kaspersky,NOUN,O
299,299,Sentence: 13,CRYSTAL,PUNCT,O
300,300,Sentence: 13,для,SCONJ,O
301,301,Sentence: 13,2-х,VERB,O
302,302,Sentence: 13,компьютеров,VERB,O
303,303,Sentence: 13,стоит,PUNCT,O
304,304,Sentence: 13,около,SCONJ,O
305,305,Sentence: 13,88,SCONJ,O
306,306,Sentence: 13,у,VERB,O
307,307,Sentence: 13,.,NOUN,O
308,308,Sentence: 13,е,ADP,O
309,309,Sentence: 13,.,ADJ,O
310,310,Sentence: 13,",",CCONJ,O
311,311,Sentence: 13,а,ADJ,O
312,312,Sentence: 13,остальные,NOUN,O
313,313,Sentence: 13,версии,PUNCT,O
314,314,Sentence: 13,",",SCONJ,O
315,315,Sentence: 13,ввиду,ADP,O
316,316,Sentence: 13,отсутствия,PRON,O
317,317,Sentence: 13,некоторых,AUX,O
318,318,Sentence: 13,функций,VERB,O
319,319,Sentence: 13,",",DET,O
320,320,Sentence: 13,стоят,NOUN,O
321,321,Sentence: 13,немного,PUNCT,O
322,322,Sentence: 13,дешевле,CCONJ,O
323,323,Sentence: 13,.,ADP,O
324,324,Sentence: 13,Прежде,ADJ,O
325,325,Sentence: 13,чем,NOUN,O
326,326,Sentence: 13,приобретать,NOUN,O
327,327,Sentence: 13,какую-либо,VERB,O
328,328,Sentence: 13,версию,ADV,O
329,329,Sentence: 13,",",ADJ,O
330,330,Sentence: 13,лучше,PUNCT,O
331,331,Sentence: 14,скачать,ADJ,O
332,332,Sentence: 14,установочный,NOUN,O
333,333,Sentence: 14,дистрибутив,VERB,O
334,334,Sentence: 14,с,NOUN,O
335,335,Sentence: 14,официального,PROPN,O
336,336,Sentence: 14,сайта,NUM,O
337,337,Sentence: 14,и,PUNCT,O
338,338,Sentence: 14,установить,ADJ,O
339,339,Sentence: 14,пробную,NOUN,O
340,340,Sentence: 14,версию,X,O
341,341,Sentence: 14,продукта,X,O
342,342,Sentence: 14,",",X,O
343,343,Sentence: 14,которая,NUM,O
344,344,Sentence: 14,будет,CCONJ,O
345,345,Sentence: 14,доступна,X,O
346,346,Sentence: 14,30,X,O
347,347,Sentence: 14,дней,PUNCT,O
348,348,Sentence: 15,.,NOUN,O
349,349,Sentence: 15,Dr,PROPN,O
350,350,Sentence: 15,.,NUM,O
351,351,Sentence: 15,Web,VERB,O
352,352,Sentence: 15,Теперь,DET,O
353,353,Sentence: 15,рассмотрим,ADJ,O
354,354,Sentence: 15,Dr,NOUN,O
355,355,Sentence: 15,.,NOUN,O
356,356,Sentence: 15,Web,PUNCT,O
357,357,Sentence: 15,–,PART,O
358,358,Sentence: 15,ещё,DET,O
359,359,Sentence: 15,один,ADP,O
360,360,Sentence: 15,антивирус,PRON,O
361,361,Sentence: 15,российского,PUNCT,O
362,362,Sentence: 15,производства,ADJ,O
363,363,Sentence: 15,",",NOUN,O
364,364,Sentence: 15,кстати,PUNCT,O
365,365,Sentence: 15,",",ADJ,O
366,366,Sentence: 15,сертифицированный,NOUN,O
367,367,Sentence: 15,Министерством,PUNCT,O
368,368,Sentence: 15,обороны,ADV,O
369,369,Sentence: 15,Российской,NOUN,O
370,370,Sentence: 15,Федерации,CCONJ,O
371,371,Sentence: 15,.,NOUN,O
372,372,Sentence: 15,Если,PUNCT,O
373,373,Sentence: 15,говорить,VERB,O
374,374,Sentence: 15,о,ADP,O
375,375,Sentence: 15,функциях,NOUN,O
376,376,Sentence: 15,защиты,ADJ,O
377,377,Sentence: 15,",",NOUN,O
378,378,Sentence: 15,то,ADP,O
379,379,Sentence: 15,они,NOUN,O
380,380,Sentence: 15,во,PROPN,O
381,381,Sentence: 15,многом,NOUN,O
382,382,Sentence: 15,схожи,PUNCT,O
383,383,Sentence: 16,с,VERB,O
384,384,Sentence: 16,антивирусом,ADJ,O
385,385,Sentence: 16,Касперского,NOUN,O
386,386,Sentence: 16,",",PUNCT,O
387,387,Sentence: 16,да,ADJ,O
388,388,Sentence: 16,и,NOUN,O
389,389,Sentence: 16,с,PUNCT,O
390,390,Sentence: 16,функциями,VERB,O
391,391,Sentence: 16,многих,ADV,O
392,392,Sentence: 16,других,VERB,O
393,393,Sentence: 16,популярных,NOUN,O
394,394,Sentence: 16,продуктов,CCONJ,O
395,395,Sentence: 16,",",PART,O
396,396,Sentence: 16,таких,VERB,O
397,397,Sentence: 16,как,NOUN,O
398,398,Sentence: 16,Nod,PUNCT,O
399,399,Sentence: 16,32,ADJ,O
400,400,Sentence: 16,",",NOUN,O
401,401,Sentence: 16,Norton,CCONJ,O
402,402,Sentence: 16,",",NOUN,O
403,403,Sentence: 16,Panda,PUNCT,O
404,404,Sentence: 17,",",ADP,O
405,405,Sentence: 17,но,X,O
406,406,Sentence: 17,только,X,O
407,407,Sentence: 17,реализованные,X,O
408,408,Sentence: 17,под,NUM,O
409,409,Sentence: 17,другой,VERB,O
410,410,Sentence: 17,графической,DET,O
411,411,Sentence: 17,оболочкой,PART,O
412,412,Sentence: 17,.,NOUN,O
413,413,Sentence: 17,Помимо,PUNCT,O
414,414,Sentence: 17,модулей,ADP,O
415,415,Sentence: 17,антивируса,VERB,O
416,416,Sentence: 17,",",NOUN,O
417,417,Sentence: 17,антишпиона,ADJ,O
418,418,Sentence: 17,",",NOUN,O
419,419,Sentence: 17,антируткита,PUNCT,O
420,420,Sentence: 17,",",VERB,O
421,421,Sentence: 17,антиспама,ADP,O
422,422,Sentence: 17,",",ADJ,O
423,423,Sentence: 17,веб-антивируса,NOUN,O
424,424,Sentence: 17,и,ADP,O
425,425,Sentence: 17,брандмауэра,PROPN,O
426,426,Sentence: 17,",",PUNCT,O
427,427,Sentence: 18,имеющихся,X,O
428,428,Sentence: 18,во,X,O
429,429,Sentence: 18,всех,ADP,O
430,430,Sentence: 18,продуктах,NOUN,O
431,431,Sentence: 18,Dr,ADP,O
432,432,Sentence: 18,.,X,O
433,433,Sentence: 18,Web,X,O
434,434,Sentence: 18,",",X,O
435,435,Sentence: 18,Dr,NUM,O
436,436,Sentence: 18,.,VERB,O
437,437,Sentence: 18,Web,ADV,O
438,438,Sentence: 18,Бастион,PART,O
439,439,Sentence: 18,Pro,NOUN,O
440,440,Sentence: 18,предлагает,ADJ,O
441,441,Sentence: 18,функцию,NOUN,O
442,442,Sentence: 18,Криптограф,CCONJ,O
443,443,Sentence: 18,",",NOUN,O
444,444,Sentence: 18,предназначенную,NOUN,O
445,445,Sentence: 18,для,PUNCT,O
446,446,Sentence: 19,шифрования,ADV,O
447,447,Sentence: 19,информации,ADP,O
448,448,Sentence: 19,в,NOUN,O
449,449,Sentence: 19,специальных,NOUN,O
450,450,Sentence: 19,файловых,PROPN,O
451,451,Sentence: 19,контейнерах,VERB,O
452,452,Sentence: 19,.,NOUN,O
453,453,Sentence: 19,Также,ADJ,O
454,454,Sentence: 19,как,NOUN,O
455,455,Sentence: 19,и,PUNCT,O
456,456,Sentence: 19,в,VERB,O
457,457,Sentence: 19,«,NOUN,O
458,458,Sentence: 19,Касперском,ADP,O
459,459,Sentence: 19,»,NOUN,O
460,460,Sentence: 19,",",ADJ,O
461,461,Sentence: 19,есть,PROPN,O
462,462,Sentence: 19,возможность,NOUN,O
463,463,Sentence: 19,активировать,PUNCT,O
464,464,Sentence: 20,пробную,VERB,O
465,465,Sentence: 20,версию,NOUN,O
466,466,Sentence: 20,на,ADJ,O
467,467,Sentence: 20,30,NOUN,O
468,468,Sentence: 20,дней,ADP,O
469,469,Sentence: 20,",",ADJ,O
470,470,Sentence: 20,но,NOUN,O
471,471,Sentence: 20,с,PUNCT,O
472,472,Sentence: 20,той,PART,O
473,473,Sentence: 20,лишь,VERB,O
474,474,Sentence: 20,разницей,VERB,O
475,475,Sentence: 20,",",DET,O
476,476,Sentence: 20,что,NOUN,O
477,477,Sentence: 20,эту,PUNCT,O
478,478,Sentence: 21,процедуру,ADP,O
479,479,Sentence: 21,можно,NOUN,O
480,480,Sentence: 21,повторять,PUNCT,O
481,481,Sentence: 21,один,NOUN,O
482,482,Sentence: 21,раз,X,O
483,483,Sentence: 21,в,X,O
484,484,Sentence: 21,четыре,ADP,O
485,485,Sentence: 21,месяца,NUM,O
486,486,Sentence: 21,.,NOUN,O
487,487,Sentence: 21,Бесплатная,VERB,O
488,488,Sentence: 21,для,ADP,O
489,489,Sentence: 21,домашнего,NUM,O
490,490,Sentence: 21,использования,NOUN,O
491,491,Sentence: 21,утилита,PUNCT,O
492,492,Sentence: 21,Dr,VERB,O
493,493,Sentence: 21,.,PUNCT,O
494,494,Sentence: 21,Web,PUNCT,O
495,495,Sentence: 21,CureIt,CCONJ,O
496,496,Sentence: 21,!,ADJ,O
497,497,Sentence: 21,не,NOUN,O
498,498,Sentence: 21,защищает,PUNCT,O
499,499,Sentence: 21,ПК,ADP,O
500,500,Sentence: 21,в,NOUN,O
501,501,Sentence: 21,реальном,DET,O
502,502,Sentence: 21,времени,NOUN,O
503,503,Sentence: 21,",",PUNCT,O
504,504,Sentence: 21,зато,VERB,O
505,505,Sentence: 21,позволяет,ADV,O
506,506,Sentence: 21,без,ADV,O
507,507,Sentence: 21,установки,PUNCT,O
508,508,Sentence: 22,просканировать,ADV,O
509,509,Sentence: 22,систему,SCONJ,O
510,510,Sentence: 22,на,VERB,O
511,511,Sentence: 22,наличие,DET,O
512,512,Sentence: 22,вредоносного,NOUN,O
513,513,Sentence: 22,программного,PUNCT,O
514,514,Sentence: 22,обеспечения,ADJ,O
515,515,Sentence: 22,.,VERB,O
516,516,Sentence: 22,Если,ADJ,O
517,517,Sentence: 22,компьютер,NOUN,O
518,518,Sentence: 22,заражен,ADP,O
519,519,Sentence: 22,настолько,ADJ,O
520,520,Sentence: 22,",",NOUN,O
521,521,Sentence: 22,что,CCONJ,O
522,522,Sentence: 22,даже,VERB,O
523,523,Sentence: 22,запуск,ADJ,O
524,524,Sentence: 22,Windows,NOUN,O
525,525,Sentence: 22,или,NOUN,O
526,526,Sentence: 22,Unix,PUNCT,O
527,527,Sentence: 22,проблематичен,PRON,O
528,528,Sentence: 22,",",AUX,O
